weight,name,tags,path
0,Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone,race|families|income,data/columns/us/census/acs/B19101E/B19101E001.json
0,"Less than $10,000 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E002.json
0,"$10,000 to $14,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E003.json
0,"$15,000 to $19,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E004.json
0,"$20,000 to $24,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E005.json
0,"$25,000 to $29,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E006.json
0,"$30,000 to $34,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E007.json
0,"$35,000 to $39,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E008.json
0,"$40,000 to $44,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E009.json
0,"$45,000 to $49,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E010.json
0,"$50,000 to $59,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E011.json
0,"$60,000 to $74,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E012.json
0,"$75,000 to $99,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E013.json
0,"$100,000 to $124,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E014.json
0,"$125,000 to $149,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E015.json
0,"$150,000 to $199,999 in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E016.json
0,"$200,000 or more in Families With a Householder Who Is Native Hawaiian and Other Pacific Islander Alone",race|families|income,data/columns/us/census/acs/B19101E/B19101E017.json
