weight,name,tags,path
0,Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003001.json
0,Veteran in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003002.json
0,Less than high school graduate Veteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003003.json
0,High school graduate (includes equivalency) Veteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003004.json
0,Some college or associate's degree Veteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003005.json
0,Bachelor's degree or higher Veteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003006.json
0,Nonveteran in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003007.json
0,Less than high school graduate Nonveteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003008.json
0,High school graduate (includes equivalency) Nonveteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003009.json
0,Some college or associate's degree Nonveteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003010.json
0,Bachelor's degree or higher Nonveteran Veteran Status in Civilian Population 25 Years and Over,education|veterans,data/columns/us/census/acs/B21003/B21003011.json
