weight,name,tags,path
1,Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001001.json
1,Male in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001002.json
1,Under 6 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001003.json
1,With health insurance coverage Male Health Insurance Coverage Status Under 6 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001004.json
1,No health insurance coverage Male Health Insurance Coverage Status Under 6 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001005.json
1,6 to 17 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001006.json
1,With health insurance coverage Male Health Insurance Coverage Status 6 to 17 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001007.json
1,No health insurance coverage Male Health Insurance Coverage Status 6 to 17 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001008.json
1,18 to 24 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001009.json
1,With health insurance coverage Male Health Insurance Coverage Status 18 to 24 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001010.json
1,No health insurance coverage Male Health Insurance Coverage Status 18 to 24 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001011.json
1,25 to 34 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001012.json
1,With health insurance coverage Male Health Insurance Coverage Status 25 to 34 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001013.json
1,No health insurance coverage Male Health Insurance Coverage Status 25 to 34 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001014.json
1,35 to 44 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001015.json
1,With health insurance coverage Male Health Insurance Coverage Status 35 to 44 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001016.json
1,No health insurance coverage Male Health Insurance Coverage Status 35 to 44 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001017.json
1,45 to 54 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001018.json
1,With health insurance coverage Male Health Insurance Coverage Status 45 to 54 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001019.json
1,No health insurance coverage Male Health Insurance Coverage Status 45 to 54 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001020.json
1,55 to 64 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001021.json
1,With health insurance coverage Male Health Insurance Coverage Status 55 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001022.json
1,No health insurance coverage Male Health Insurance Coverage Status 55 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001023.json
1,65 to 74 years Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001024.json
1,With health insurance coverage Male Health Insurance Coverage Status 65 to 74 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001025.json
1,No health insurance coverage Male Health Insurance Coverage Status 65 to 74 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001026.json
1,75 years and over Male Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001027.json
1,With health insurance coverage Male Health Insurance Coverage Status 75 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001028.json
1,No health insurance coverage Male Health Insurance Coverage Status 75 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001029.json
1,Female in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001030.json
1,Under 6 years Female Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001031.json
1,With health insurance coverage Female Health Insurance Coverage Status Under 6 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001032.json
1,No health insurance coverage Female Health Insurance Coverage Status Under 6 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001033.json
1,6 to 17 years Female Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001034.json
1,With health insurance coverage Female Health Insurance Coverage Status 6 to 17 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001035.json
1,No health insurance coverage Female Health Insurance Coverage Status 6 to 17 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001036.json
1,18 to 24 years Female Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001037.json
1,With health insurance coverage Female Health Insurance Coverage Status 18 to 24 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001038.json
1,No health insurance coverage Female Health Insurance Coverage Status 18 to 24 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001039.json
1,25 to 34 years Female Health Insurance Coverage Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001040.json
1,With health insurance coverage Female Health Insurance Coverage Status 25 to 34 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001041.json
1,No health insurance coverage Female Health Insurance Coverage Status 25 to 34 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/B27001/B27001042.json
