weight,name,tags,path
0,People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D001.json
0,Male in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D002.json
0,Under 18 years Male in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D003.json
0,Native Male old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D004.json
0,Foreign born Male old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D005.json
0,Naturalized U.S. citizen Male old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D006.json
0,Not a U.S. citizen Male old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D007.json
0,18 years and over Male in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D008.json
0,Native Male old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D009.json
0,Foreign born Male old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D010.json
0,Naturalized U.S. citizen Male old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D011.json
0,Not a U.S. citizen Male old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D012.json
0,Female in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D013.json
0,Under 18 years Female in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D014.json
0,Native Female old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D015.json
0,Foreign born Female old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D016.json
0,Naturalized U.S. citizen Female old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D017.json
0,Not a U.S. citizen Female old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D018.json
0,18 years and over Female in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D019.json
0,Native Female old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D020.json
0,Foreign born Female old in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D021.json
0,Naturalized U.S. citizen Female old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D022.json
0,Not a U.S. citizen Female old Foreign born Nativity and Citizenship Status (Asian Alone) in People Who Are Asian Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003D/B05003D023.json
