weight,name,tags,path
0,Margin of error for Households With a Householder Who Is Two or More Races,race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G001.json
0,Margin of error for Householder under 25 years in Households With a Householder Who Is Two or More Races,race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G002.json
0,"Margin of error for Less than $10,000 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G003.json
0,"Margin of error for $10,000 to $14,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G004.json
0,"Margin of error for $15,000 to $24,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G005.json
0,"Margin of error for $25,000 to $34,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G006.json
0,"Margin of error for $35,000 to $49,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G007.json
0,"Margin of error for $50,000 to $74,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G008.json
0,"Margin of error for $75,000 to $99,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G009.json
0,"Margin of error for $100,000 to $149,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G010.json
0,"Margin of error for $150,000 to $199,999 Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G011.json
0,"Margin of error for $200,000 or more Householder under 25 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G012.json
0,Margin of error for Householder 25 to 44 years in Households With a Householder Who Is Two or More Races,race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G013.json
0,"Margin of error for Less than $10,000 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G014.json
0,"Margin of error for $10,000 to $14,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G015.json
0,"Margin of error for $15,000 to $24,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G016.json
0,"Margin of error for $25,000 to $34,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G017.json
0,"Margin of error for $35,000 to $49,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G018.json
0,"Margin of error for $50,000 to $74,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G019.json
0,"Margin of error for $75,000 to $99,999 Householder 25 to 44 years Age of Householder in Households With a Householder Who Is Two or More Races",race|families|income,data/columns/us/census/acs/C19037G/moe/C19037G020.json
