weight,name,tags,path
0,Margin of error for Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002001.json
0,Margin of error for Male in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002002.json
0,Margin of error for Under 18 years Male Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002003.json
0,Margin of error for With private health insurance Male Private Health Insurance Status Under 18 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002004.json
0,Margin of error for No private health insurance Male Private Health Insurance Status Under 18 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002005.json
0,Margin of error for 18 to 64 years Male Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002006.json
0,Margin of error for With private health insurance Male Private Health Insurance Status 18 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002007.json
0,Margin of error for No private health insurance Male Private Health Insurance Status 18 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002008.json
0,Margin of error for 65 years and over Male Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002009.json
0,Margin of error for With private health insurance Male Private Health Insurance Status 65 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002010.json
0,Margin of error for No private health insurance Male Private Health Insurance Status 65 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002011.json
0,Margin of error for Female in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002012.json
0,Margin of error for Under 18 years Female Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002013.json
0,Margin of error for With private health insurance Female Private Health Insurance Status Under 18 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002014.json
0,Margin of error for No private health insurance Female Private Health Insurance Status Under 18 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002015.json
0,Margin of error for 18 to 64 years Female Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002016.json
0,Margin of error for With private health insurance Female Private Health Insurance Status 18 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002017.json
0,Margin of error for No private health insurance Female Private Health Insurance Status 18 to 64 years in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002018.json
0,Margin of error for 65 years and over Female Private Health Insurance Status in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002019.json
0,Margin of error for With private health insurance Female Private Health Insurance Status 65 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002020.json
0,Margin of error for No private health insurance Female Private Health Insurance Status 65 years and over in Civilian Noninstitutionalized Population,health insurance|age|sex,data/columns/us/census/acs/C27002/moe/C27002021.json
