weight,name,tags,path
0,Margin of error for Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F001.json
0,Margin of error for Income in the past 12 months below poverty level in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F002.json
0,Margin of error for Married-couple family Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F003.json
0,Margin of error for With related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F004.json
0,Margin of error for Under 5 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F005.json
0,Margin of error for Under 5 years and 5 to 17 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F006.json
0,Margin of error for 5 to 17 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F007.json
0,Margin of error for No related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F008.json
0,Margin of error for Other family Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F009.json
0,"Margin of error for Male householder, no wife present Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F010.json
0,"Margin of error for With related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Male householder, no wife present Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F011.json
0,"Margin of error for Under 5 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Male householder, no wife present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F012.json
0,"Margin of error for Under 5 years and 5 to 17 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Male householder, no wife present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F013.json
0,"Margin of error for 5 to 17 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Male householder, no wife present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F014.json
0,"Margin of error for No related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Male householder, no wife present Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F015.json
0,"Margin of error for Female householder, no husband present Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F016.json
0,"Margin of error for With related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Female householder, no husband present Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F017.json
0,"Margin of error for Under 5 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Female householder, no husband present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F018.json
0,"Margin of error for Under 5 years and 5 to 17 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Female householder, no husband present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F019.json
0,"Margin of error for 5 to 17 years only Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Female householder, no husband present Presence of Related Children Under 18 Years With related children under 18 years Age of Related Children (Some Other Race Alone Householder) in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F020.json
0,"Margin of error for No related children under 18 years Income in the past 12 months below poverty level Poverty Status in the Past 12 Months of Families Other family Family Type Female householder, no husband present Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone",race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F021.json
0,Margin of error for Income in the past 12 months at or above poverty level in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F022.json
0,Margin of error for Married-couple family Income in the past 12 months at or above poverty level Poverty Status in the Past 12 Months of Families in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F023.json
0,Margin of error for With related children under 18 years Income in the past 12 months at or above poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F024.json
0,Margin of error for Under 5 years only Income in the past 12 months at or above poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F025.json
0,Margin of error for Under 5 years and 5 to 17 years Income in the past 12 months at or above poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F026.json
0,Margin of error for 5 to 17 years only Income in the past 12 months at or above poverty level Poverty Status in the Past 12 Months of Families Married-couple family Family Type With related children under 18 years Presence of Related Children Under 18 Years in Families With a Householder Who Is Some Other Race Alone,race|families|age|family type|poverty|children,data/columns/us/census/acs/B17010F/moe/B17010F027.json
