weight,name,tags,path
0,"White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H001.json
0,"Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H002.json
0,"18 to 34 years Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H003.json
0,"Veteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H004.json
0,"Nonveteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H005.json
0,"35 to 54 years Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H006.json
0,"Veteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H007.json
0,"Nonveteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H008.json
0,"55 to 64 years Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H009.json
0,"Veteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H010.json
0,"Nonveteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H011.json
0,"65 to 74 years Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H012.json
0,"Veteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H013.json
0,"Nonveteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H014.json
0,"75 years and over Male in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H015.json
0,"Veteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H016.json
0,"Nonveteran Male old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H017.json
0,"Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H018.json
0,"18 to 34 years Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H019.json
0,"Veteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H020.json
0,"Nonveteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H021.json
0,"35 to 54 years Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H022.json
0,"Veteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H023.json
0,"Nonveteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H024.json
0,"55 to 64 years Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H025.json
0,"Veteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H026.json
0,"Nonveteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H027.json
0,"65 to 74 years Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H028.json
0,"Veteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H029.json
0,"Nonveteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H030.json
0,"75 years and over Female in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H031.json
0,"Veteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H032.json
0,"Nonveteran Female old in White Alone, Not Hispanic or Latino Civilian Population 18 Years and Over",age|race|veterans|sex,data/columns/us/census/acs/B21001H/B21001H033.json
