weight,name,tags,path
0,Margin of error for Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120001.json
0,Margin of error for In the labor force in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120002.json
0,Margin of error for Employed in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120003.json
0,Margin of error for With a disability Employed Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120004.json
0,Margin of error for With a hearing difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120005.json
0,Margin of error for With a vision difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120006.json
0,Margin of error for With a cognitive difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120007.json
0,Margin of error for With an ambulatory difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120008.json
0,Margin of error for With a self-care difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120009.json
0,Margin of error for With an independent living difficulty Employed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120010.json
0,Margin of error for No disability Employed Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120011.json
0,Margin of error for Unemployed in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120012.json
0,Margin of error for With a disability Unemployed Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120013.json
0,Margin of error for With a hearing difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120014.json
0,Margin of error for With a vision difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120015.json
0,Margin of error for With a cognitive difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120016.json
0,Margin of error for With an ambulatory difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120017.json
0,Margin of error for With a self-care difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120018.json
0,Margin of error for With an independent living difficulty Unemployed Disability Status and Type With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120019.json
0,Margin of error for No disability Unemployed Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120020.json
0,Margin of error for Not in labor force in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120021.json
0,Margin of error for With a disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120022.json
0,Margin of error for With a hearing difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120023.json
0,Margin of error for With a vision difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120024.json
0,Margin of error for With a cognitive difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120025.json
0,Margin of error for With an ambulatory difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120026.json
0,Margin of error for With a self-care difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120027.json
0,Margin of error for With an independent living difficulty With a disability Disability Status and Type in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120028.json
0,Margin of error for No disability in Civilian Noninstitutionalized Population 18 to 64 Years,employment|disability,data/columns/us/census/acs/B18120/moe/B18120029.json
