weight,name,tags,path
0,Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070001.json
0,"Agriculture, forestry, fishing and hunting, and mining in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070002.json
0,"Agriculture, forestry, fishing and hunting Agriculture, forestry, fishing and hunting, and mining Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070003.json
0,"Mining, quarrying, and oil and gas extraction Agriculture, forestry, fishing and hunting, and mining Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070004.json
0,Construction in Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070005.json
0,Manufacturing in Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070006.json
0,Wholesale trade in Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070007.json
0,Retail trade in Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070008.json
0,"Transportation and warehousing, and utilities in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070009.json
0,"Transportation and warehousing Transportation and warehousing, and utilities Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070010.json
0,"Utilities Transportation and warehousing, and utilities Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070011.json
0,Information in Civilian Employed Population 16 Years and Over,employment,data/columns/us/census/acs/B24070/B24070012.json
0,"Finance and insurance, and real estate and rental and leasing in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070013.json
0,"Finance and insurance Finance and insurance, and real estate and rental and leasing Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070014.json
0,"Real estate and rental and leasing Finance and insurance, and real estate and rental and leasing Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070015.json
0,"Professional, scientific, and management, and administrative and waste management services in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070016.json
0,"Professional, scientific, and technical services Professional, scientific, and management, and administrative and waste management services Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070017.json
0,"Management of companies and enterprises Professional, scientific, and management, and administrative and waste management services Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070018.json
0,"Administrative and support and waste management services Professional, scientific, and management, and administrative and waste management services Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070019.json
0,"Educational services, and health care and social assistance in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070020.json
0,"Educational services Educational services, and health care and social assistance Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070021.json
0,"Health care and social assistance Educational services, and health care and social assistance Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070022.json
0,"Arts, entertainment, and recreation, and accommodation and food services in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070023.json
0,"Arts, entertainment, and recreation Arts, entertainment, and recreation, and accommodation and food services Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070024.json
0,"Accommodation and food services Arts, entertainment, and recreation, and accommodation and food services Industry in Civilian Employed Population 16 Years and Over",employment,data/columns/us/census/acs/B24070/B24070025.json
